doc_id,topic_id,topic_label
A0068718_00316.xml,-1,noise
A0068718_00806.xml,-1,noise
A0068718_00056.xml,-1,noise
A0068718_00434.xml,1,fru_saken_hofrätten_ståndet_probsten
A0068718_00958.xml,-1,noise
A0068718_00865.xml,-1,noise
A0068718_01245.xml,-1,noise
A0068718_00328.xml,-1,noise
A0068718_00059.xml,-1,noise
A0068718_00575.xml,1,fru_saken_hofrätten_ståndet_probsten
A0068718_00258.xml,1,fru_saken_hofrätten_ståndet_probsten
A0068718_00455.xml,-1,noise
A0068718_00901.xml,10,riddaren_hofrätts_fru_referent_fredric
A0068718_00111.xml,-1,noise
A0068718_00092.xml,-1,noise
A0068718_00397.xml,1,fru_saken_hofrätten_ståndet_probsten
A0068718_00565.xml,-1,noise
A0068718_01190.xml,-1,noise
A0068718_00054.xml,-1,noise
A0068718_01149.xml,-1,noise
A0068718_00693.xml,-1,noise
A0068718_01331.xml,-1,noise
A0068718_00414.xml,-1,noise
A0068718_00990.xml,1,fru_saken_hofrätten_ståndet_probsten
A0068718_01208.xml,10,riddaren_hofrätts_fru_referent_fredric
A0068718_00598.xml,9,häktad_häktade_häktades_brotts_com
A0068718_00611.xml,1,fru_saken_hofrätten_ståndet_probsten
A0068718_00822.xml,-1,noise
A0068718_00132.xml,-1,noise
A0068718_00799.xml,-1,noise
A0068718_01124.xml,-1,noise
A0068718_00775.xml,-1,noise
A0068718_00576.xml,-1,noise
